FECHA_PRECIO,ANIO_PRECIO,MES_PRECIO,DIA_PRECIO,DEPARTAMENTO_EDS,MUNICIPIO_EDS,NOMBRE_COMERCIAL_EDS,PRECIO_PROMEDIO_PUBLICADO,TIPO_COMBUSTIBLE,CODIGO_MUNICIPIO_DANE,LATITUD_MUNICIPIO,LONGITUD_MUNICIPIO
2022-05-01,2022,05,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM TEMPORAL 80,1499,GNCV,11001,4.6529541016,-74.0835647583
2024-06-01,2024,06,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESTANCIA,2269,GNCV,11001,4.6529541016,-74.0835647583
2024-07-01,2024,07,01,CUNDINAMARCA,COTA,EDS ESSO AUTOPISTA MEDELLÍN,2354,GNCV,25214,4.7675466537,-74.1415557861
2023-09-01,2023,09,01,SANTANDER,GIRON,EDS TERPEL BASCULA GIRON GNV,2339,GNCV,68307,6.9767341614,-73.2052688599
2024-02-01,2024,02,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM SUBA,1799,GNCV,11001,4.6529541016,-74.0835647583
2023-05-01,2023,05,01,BOYACA,SOGAMOSO,ESTACIÓN DE SERVICIO EL TERMINAL GN,2000,GNCV,15759,5.6466722488,-72.8709564209
2024-07-01,2024,07,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE COMBUSTIBLE AUTOBOYACA,2290,GNCV,11001,4.6529541016,-74.0835647583
2022-01-01,2022,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS GNV SANTA LUCIA BTA,1769,GNCV,11001,4.6529541016,-74.0835647583
2024-01-01,2024,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO ERMITA CAPILLA,2189,GNCV,11001,4.6529541016,-74.0835647583
2021-02-01,2021,02,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL LA JUANA - GNV,1680,GNCV,11001,4.6529541016,-74.0835647583
2023-09-01,2023,09,01,VALLE DEL CAUCA,CALI,EDS TERPEL EL LIMONAR - GNV,2615,GNCV,76001,3.3990437984,-76.5764923096
2024-07-01,2024,07,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO LA 17,1745,GNCV,11001,4.6529541016,-74.0835647583
2022-06-01,2022,06,01,VALLE DEL CAUCA,TULUA,EDS ENTRE RÍOS,2190,GNCV,76834,4.0284080505,-76.0325012207
2024-01-01,2024,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESTANCIA,2199,GNCV,11001,4.6529541016,-74.0835647583
2022-04-01,2022,04,01,QUINDIO,ARMENIA,EDS GAS VEHICULAR,2194,GNCV,63001,4.4995012283,-75.724899292
2022-04-01,2022,04,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS TERPEL LA CONEJERA GNV,1719,GNCV,11001,4.6529541016,-74.0835647583
2021-10-01,2021,10,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM TEMPORAL 80,1499,GNCV,11001,4.6529541016,-74.0835647583
2023-09-01,2023,09,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS MOBIL LOS ANDES,2109,GNCV,11001,4.6529541016,-74.0835647583
2023-02-01,2023,02,01,ATLANTICO,BARRANQUILLA,ESTACION DE SERVICIO GNV TERPEL AMIRA DE LA ROSA,1996,GNCV,08001,10.9815206528,-74.8277130127
2023-02-01,2023,02,01,CALDAS,MANIZALES,ESTACIÓN DE SERVICIO LÓPEZ MANIZALES,2500,GNCV,17001,5.0834331512,-75.5072784424
2022-10-01,2022,10,01,SUCRE,SINCELEJO,EDS CRUZ DE MAYO GNV,2007,GNCV,70001,9.3166742325,-75.4317474365
2021-03-01,2021,03,01,VALLE DEL CAUCA,CALI,OPECOM EDS LA AUTOPISTA SUR,1750,GNCV,76001,3.3990437984,-76.5764923096
2024-01-01,2024,01,01,VALLE DEL CAUCA,CALI,EDS CENCOSUD SIMON BOLIVAR GNV,2750,GNCV,76001,3.3990437984,-76.5764923096
2022-10-01,2022,10,01,HUILA,NEIVA,EDS MATAMUNDO,2200,GNCV,41001,2.9933600426,-75.2723617554
2023-05-01,2023,05,01,RISARALDA,PEREIRA,EDS SANTA HELENA,2000,GNCV,66001,4.8036627769,-75.795791626
2023-11-01,2023,11,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM AMERICAS,1799,GNCV,11001,4.6529541016,-74.0835647583
2024-05-01,2024,05,01,ATLANTICO,BARRANQUILLA,ESTACION DE SERVICIO GNV TERPEL AMIRA DE LA ROSA,2435,GNCV,08001,10.9815206528,-74.8277130127
2021-11-01,2021,11,01,VALLE DEL CAUCA,PALMIRA,EDS GNV PALMIRA,1928,GNCV,76520,3.5583927631,-76.2277984619
2021-01-01,2021,01,01,ANTIOQUIA,MEDELLIN,ESTACION DE SERVICIO TERPEL VILLANUEVA - GNV,1794,GNCV,05001,6.2575902939,-75.6110305786
2022-11-01,2022,11,01,ANTIOQUIA,MEDELLIN,EDS ESSO CASTILLA,2300,GNCV,05001,6.2575902939,-75.6110305786
2023-07-01,2023,07,01,VALLE DEL CAUCA,TULUA,EDS TULUA GNV,2587,GNCV,76834,4.0284080505,-76.0325012207
2021-10-01,2021,10,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO EL CAMBIO S.A.S,1750,GNCV,76001,3.3990437984,-76.5764923096
2023-05-01,2023,05,01,VALLE DEL CAUCA,CALI,EDS EL SAMÁN,2438,GNCV,76001,3.3990437984,-76.5764923096
2023-12-01,2023,12,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO MOBIL CALLE 170,2199,GNCV,11001,4.6529541016,-74.0835647583
2022-09-01,2022,09,01,VALLE DEL CAUCA,CALI,CHIPICHAPE - GNV,2187,GNCV,76001,3.3990437984,-76.5764923096
2022-08-01,2022,08,01,BOLIVAR,CARTAGENA DE INDIAS,EDS TERPEL GNV EL BOSQUE CARTAGENA,1777,GNCV,13001,10.4634332657,-75.4589004517
2022-01-01,2022,01,01,ANTIOQUIA,MEDELLIN,ESTACION DE SERVICIO COMBUSCOL - LA 70,1878,GNCV,05001,6.2575902939,-75.6110305786
2022-10-01,2022,10,01,ANTIOQUIA,MEDELLIN,ESTACION DE SERVICIO TERPEL LA AMERICA - GNV,2265,GNCV,05001,6.2575902939,-75.6110305786
2023-05-01,2023,05,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO ESPERANZA BOSA,2079,GNCV,11001,4.6529541016,-74.0835647583
2023-08-01,2023,08,01,VALLE DEL CAUCA,CALI,EDS CENCOSUD SIMON BOLIVAR GNV,2570,GNCV,76001,3.3990437984,-76.5764923096
2022-08-01,2022,08,01,CUNDINAMARCA,SOPO,EDS LA NUEVA DIANA,1949,GNCV,25758,4.8880600929,-73.9658737183
2024-04-01,2024,04,01,SUCRE,SINCELEJO,E.D.S. LOS ANGELES,2122,GNCV,70001,9.3166742325,-75.4317474365
2022-09-01,2022,09,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS TERPEL CENTRO BOGOTA GNV,1889,GNCV,11001,4.6529541016,-74.0835647583
2021-09-01,2021,09,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO AVENIDA 68,1779,GNCV,11001,4.6529541016,-74.0835647583
2022-05-01,2022,05,01,ANTIOQUIA,MEDELLIN,EDS EL RODEO GNV,1958,GNCV,05001,6.2575902939,-75.6110305786
2024-09-01,2024,09,01,RISARALDA,PEREIRA,ESTACIÓN DE SERVICIO EL ROSAL PEREIRA,2650,GNCV,66001,4.8036627769,-75.795791626
2024-09-01,2024,09,01,BOLIVAR,CARTAGENA DE INDIAS,GAZEL MAMONAL,2439,GNCV,13001,10.4634332657,-75.4589004517
2022-08-01,2022,08,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO KENNEDY,1899,GNCV,11001,4.6529541016,-74.0835647583
2023-06-01,2023,06,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO SAN RAFAEL,2099,GNCV,11001,4.6529541016,-74.0835647583
2023-02-01,2023,02,01,VALLE DEL CAUCA,CALI,EDS PACARA GNV,2210,GNCV,76001,3.3990437984,-76.5764923096
2024-01-01,2024,01,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO SANTANDER 19,2239,GNCV,11001,4.6529541016,-74.0835647583
2021-06-01,2021,06,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO PRADERA DE SUBA,1799,GNCV,11001,4.6529541016,-74.0835647583
2023-11-01,2023,11,01,VALLE DEL CAUCA,YUMBO,SERVICENTRO MENGA S.A,2767,GNCV,76892,3.5959136486,-76.5109863281
2023-06-01,2023,06,01,CORDOBA,MONTERIA,EDS TERPEL EL CORTIJO - GNV,2146,GNCV,23001,8.5846977234,-75.950553894
2022-12-01,2022,12,01,VALLE DEL CAUCA,CALI,EDS CENCOSUD SIMON BOLIVAR GNV,2504,GNCV,76001,3.3990437984,-76.5764923096
2021-04-01,2021,04,01,VALLE DEL CAUCA,CALI,JORGE R. NAVIA K ESTACION DE SERVICIO TEXACO # 1,1989,GNCV,76001,3.3990437984,-76.5764923096
2022-06-01,2022,06,01,RISARALDA,PEREIRA,EDS CAUTIVA - GASES DE OCCIDENTE NO. 1,1807,GNCV,66001,4.8036627769,-75.795791626
2023-05-01,2023,05,01,VALLE DEL CAUCA,CARTAGO,EDS LA 20 GNV,2550,GNCV,76147,4.7068471909,-75.9179077148
2021-05-01,2021,05,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO GNV LA 25,1630,GNCV,76001,3.3990437984,-76.5764923096
2021-04-01,2021,04,01,VALLE DEL CAUCA,PALMIRA,EDS BARRIO NUEVO,2038,GNCV,76520,3.5583927631,-76.2277984619
2024-02-01,2024,02,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM NORTE ACTUAL,1799,GNCV,11001,4.6529541016,-74.0835647583
2021-08-01,2021,08,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO GNV SEVILLANA,1699,GNCV,11001,4.6529541016,-74.0835647583
2022-04-01,2022,04,01,ATLANTICO,BARRANQUILLA,COMERCIALIZADORA DE COMBUSTIBLES Y SERVICIOS DE LA VIA S.A.S.,1687,GNCV,08001,10.9815206528,-74.8277130127
2021-01-01,2021,01,01,TOLIMA,IBAGUE,ESTACIÓN DE SERVICIO TERPEL CARRERA QUINTA,1799,GNCV,73001,4.451921463,-75.2525939941
2021-11-01,2021,11,01,VALLE DEL CAUCA,CALI,EDS BRETAÑA,1947,GNCV,76001,3.3990437984,-76.5764923096
2023-04-01,2023,04,01,BOYACA,CHIQUINQUIRA,ESTACIÓN DE SERVICIO LA REINA,2169,GNCV,15176,5.6224880219,-73.8042449951
2022-01-01,2022,01,01,ATLANTICO,BARRANQUILLA,EDS CAMPO ALEGRE GNV,1647,GNCV,08001,10.9815206528,-74.8277130127
2023-02-01,2023,02,01,VALLE DEL CAUCA,CALI,OPECOM EDS LA RIVERA,2577,GNCV,76001,3.3990437984,-76.5764923096
2023-06-01,2023,06,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO PALOQUEMADO,2079,GNCV,11001,4.6529541016,-74.0835647583
2023-06-01,2023,06,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO AUTOMOTRIZ GUADUALES GNV,2617,GNCV,76001,3.3990437984,-76.5764923096
2022-11-01,2022,11,01,ATLANTICO,BARRANQUILLA,ESTACION DE SERVICIO EL MUÑECO,1570,GNCV,08001,10.9815206528,-74.8277130127
2023-06-01,2023,06,01,ATLANTICO,BARRANQUILLA,EDS METROPARQUE GNV,2066,GNCV,08001,10.9815206528,-74.8277130127
2024-06-01,2024,06,01,CUNDINAMARCA,SOACHA,EDS EL RETORNO GNV,2179,GNCV,25754,4.5818662643,-74.2402954102
2021-09-01,2021,09,01,BOLIVAR,CARTAGENA DE INDIAS,ESTACION DE SERVICIO TERNERA GNV,1649,GNCV,13001,10.4634332657,-75.4589004517
2024-07-01,2024,07,01,SANTANDER,BARBOSA,EDS MONTEARROYO,2349,GNCV,68077,5.9556174278,-73.6234512329
2022-08-01,2022,08,01,CUNDINAMARCA,FUNZA,ESTACIÓN DE SERVICIO DANUBIO FUNZA,1989,GNCV,25286,4.7439966202,-74.1986618042
2024-06-01,2024,06,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO COMBUSCOL EL DORADO,2300,GNCV,11001,4.6529541016,-74.0835647583
2022-06-01,2022,06,01,VALLE DEL CAUCA,CALI,OPECOM EDS SILOE,2019,GNCV,76001,3.3990437984,-76.5764923096
2022-12-01,2022,12,01,CUNDINAMARCA,COTA,EDS PATIO SITP SAN ANDRES,1599,GNCV,25214,4.7675466537,-74.1415557861
2023-07-01,2023,07,01,ATLANTICO,BARRANQUILLA,EDS METROPARQUE GNV,2077,GNCV,08001,10.9815206528,-74.8277130127
2023-07-01,2023,07,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO TERPEL AV DE CALI,2099,GNCV,11001,4.6529541016,-74.0835647583
2022-12-01,2022,12,01,VALLE DEL CAUCA,BUENAVENTURA,SERVICENTRO CALIMAR,2517,GNCV,76109,3.4933407307,-77.1187286377
2022-10-01,2022,10,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO CALLE 50,2019,GNCV,11001,4.6529541016,-74.0835647583
2022-02-01,2022,02,01,VALLE DEL CAUCA,ROLDANILLO,SERVINORTE,2190,GNCV,76622,4.4435720444,-76.1682434082
2023-03-01,2023,03,01,VALLE DEL CAUCA,CALI,OPECOM EDS LA RIVERA,2617,GNCV,76001,3.3990437984,-76.5764923096
2023-04-01,2023,04,01,ANTIOQUIA,MEDELLIN,ESTACIÓN DE SERVICIO TEXACO LA AGUACATALA,2430,GNCV,05001,6.2575902939,-75.6110305786
2024-01-01,2024,01,01,ATLANTICO,SOLEDAD,ESTACION DE SERVICIO TERPEL VILLA ESTADIO - GNV,2435,GNCV,08758,10.9069061279,-74.778427124
2022-05-01,2022,05,01,TOLIMA,IBAGUE,ESTACION DE SERVICIO LA PRIMAVERA IBAGUE,1859,GNCV,73001,4.451921463,-75.2525939941
2022-04-01,2022,04,01,MAGDALENA,SANTA MARTA,FERROCARRIL GNV,1739,GNCV,47001,11.1218948364,-73.8852767944
2023-10-01,2023,10,01,SANTANDER,BUCARAMANGA,CAMOVA,2149,GNCV,68001,7.1558337212,-73.1115722656
2023-01-01,2023,01,01,VALLE DEL CAUCA,CALI,GREPACOL S.A,2580,GNCV,76001,3.3990437984,-76.5764923096
2023-12-01,2023,12,01,ANTIOQUIA,RIONEGRO,E.S. TERPEL RIONEGRO GISENCO,2674,GNCV,05615,6.150785923,-75.4107589722
2021-01-01,2021,01,01,RISARALDA,PEREIRA,ESTACIÓN DE SERVICIO EL ROSAL PEREIRA,1650,GNCV,66001,4.8036627769,-75.795791626
2021-02-01,2021,02,01,BOGOTA D.C.,"BOGOTA, D.C.",EL TESORO ESTACIÓN DE SERVICIO AUTOMOTRIZ,1739,GNCV,11001,4.6529541016,-74.0835647583
2023-04-01,2023,04,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS LA PALMA,2079,GNCV,11001,4.6529541016,-74.0835647583
2022-12-01,2022,12,01,MAGDALENA,SANTA MARTA,ESTACION DE SERVICIO AUTOMOTRIZ MANZANARES,1948,GNCV,47001,11.1218948364,-73.8852767944
2022-06-01,2022,06,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS TERPEL LAS VEGAS GNV,1759,GNCV,11001,4.6529541016,-74.0835647583
2022-11-01,2022,11,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO CALLE 50,2019,GNCV,11001,4.6529541016,-74.0835647583
2024-04-01,2024,04,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS LA TEXANA,2269,GNCV,11001,4.6529541016,-74.0835647583
2024-07-01,2024,07,01,BOGOTA D.C.,"BOGOTA, D.C.",EL TESORO ESTACIÓN DE SERVICIO AUTOMOTRIZ,2299,GNCV,11001,4.6529541016,-74.0835647583
2021-01-01,2021,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS TERPEL VILLA CLAUDIA GNV,1699,GNCV,11001,4.6529541016,-74.0835647583
2023-06-01,2023,06,01,RISARALDA,PEREIRA,ESTACION DE SERVICIO LOS ARRAYANES HERVELA,2199,GNCV,66001,4.8036627769,-75.795791626
2022-11-01,2022,11,01,ANTIOQUIA,BELLO,ESTACION DE SERVICIO MADEROS,2290,GNCV,05088,6.3588409424,-75.5897369385
2022-01-01,2022,01,01,ANTIOQUIA,SABANETA,EPM MAYORCA,1895,GNCV,05631,6.1383051872,-75.6088027954
2024-09-01,2024,09,01,VALLE DEL CAUCA,PALMIRA,EDS BARRIO NUEVO,3331,GNCV,76520,3.5583927631,-76.2277984619
2022-03-01,2022,03,01,ATLANTICO,BARRANQUILLA,EDS LA PAZ BARRANQUILLA GNV,1687,GNCV,08001,10.9815206528,-74.8277130127
2022-10-01,2022,10,01,VALLE DEL CAUCA,BUENAVENTURA,TERPEL BUENAVENTURA GNV,2397,GNCV,76109,3.4933407307,-77.1187286377
2022-09-01,2022,09,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO LOS COMUNEROS,1930,GNCV,11001,4.6529541016,-74.0835647583
2022-10-01,2022,10,01,BOYACA,DUITAMA,ESTACIÓN DE SERVICIO LAURELES DE DUITAMA,1990,GNCV,15238,5.8906025887,-73.0670928955
2022-07-01,2022,07,01,QUINDIO,ARMENIA,ESTACION DE SERVICIO GNV EL CENTRO,2314,GNCV,63001,4.4995012283,-75.724899292
2023-07-01,2023,07,01,VALLE DEL CAUCA,CALI,ESTACIÓN DE SERVICIO GAS & COM AUTO 15,2438,GNCV,76001,3.3990437984,-76.5764923096
2022-10-01,2022,10,01,ATLANTICO,BARRANQUILLA,ESTACIÓN DE SERVICIO COLISEO S.A.,1826,GNCV,08001,10.9815206528,-74.8277130127
2021-09-01,2021,09,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO GNV PRIMERA DE MAYO,1709,GNCV,11001,4.6529541016,-74.0835647583
2021-07-01,2021,07,01,ANTIOQUIA,APARTADO,EPM NAVARRA,1800,GNCV,05045,7.8604779243,-76.582359314
2024-08-01,2024,08,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO LA 17,2199,GNCV,11001,4.6529541016,-74.0835647583
2024-10-01,2024,10,01,VALLE DEL CAUCA,TULUA,EDS ENTRE RÍOS,3005,GNCV,76834,4.0284080505,-76.0325012207
2021-11-01,2021,11,01,ATLANTICO,BARRANQUILLA,EDS VIA 40 GNV,1619,GNCV,08001,10.9815206528,-74.8277130127
2024-07-01,2024,07,01,CUNDINAMARCA,MOSQUERA,EDS AUTOGAS CRUCE MOSQUERA,2359,GNCV,25473,4.6727142334,-74.2357330322
2022-02-01,2022,02,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO SITP SAN BERNARDINO,1599,GNCV,11001,4.6529541016,-74.0835647583
2024-03-01,2024,03,01,MAGDALENA,SANTA MARTA,EDS ESTADIO GNV,2414,GNCV,47001,11.1218948364,-73.8852767944
2023-06-01,2023,06,01,VALLE DEL CAUCA,PALMIRA,EDS GNV PALMIRA,2607,GNCV,76520,3.5583927631,-76.2277984619
2023-03-01,2023,03,01,BOGOTA D.C.,"BOGOTA, D.C.",BIOMAX SANANDRESITO 38,2079,GNCV,11001,4.6529541016,-74.0835647583
2022-05-01,2022,05,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO GNV LA 25,2019,GNCV,76001,3.3990437984,-76.5764923096
2024-01-01,2024,01,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO AUTOMOTRIZ GUADUALES GNV,2817,GNCV,76001,3.3990437984,-76.5764923096
2023-08-01,2023,08,01,ANTIOQUIA,APARTADO,EPM NAVARRA,2430,GNCV,05045,7.8604779243,-76.582359314
2024-06-01,2024,06,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO ESPERANZA BOSA,2299,GNCV,11001,4.6529541016,-74.0835647583
2023-03-01,2023,03,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL COLON - GNV,1800,GNCV,11001,4.6529541016,-74.0835647583
2024-01-01,2024,01,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS MOBIL LOS ANDES,2299,GNCV,11001,4.6529541016,-74.0835647583
2022-09-01,2022,09,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO QUIROGA,1949,GNCV,11001,4.6529541016,-74.0835647583
2023-08-01,2023,08,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS PATIO TM NORTE ACTUAL,1699,GNCV,11001,4.6529541016,-74.0835647583
2022-08-01,2022,08,01,CASANARE,YOPAL,ESTACIÓN DE SERVICIO TRANSUNIDOS,1845,GNCV,85001,5.2427449226,-72.258026123
2024-01-01,2024,01,01,CUNDINAMARCA,MOSQUERA,EDS AUTOGAS CRUCE MOSQUERA,2315,GNCV,25473,4.6727142334,-74.2357330322
2023-04-01,2023,04,01,ATLANTICO,BARRANQUILLA,ESTACION DE SERVICIO GNV TERPEL AMIRA DE LA ROSA,2026,GNCV,08001,10.9815206528,-74.8277130127
2024-04-01,2024,04,01,SUCRE,SINCELEJO,SERVICENTRO HERNANDEZ LIMITADA,2549,GNCV,70001,9.3166742325,-75.4317474365
2024-01-01,2024,01,01,META,VILLAVICENCIO,E.D.S. LA ESTRELLA,2399,GNCV,50001,4.0916686058,-73.4929122925
2022-05-01,2022,05,01,SUCRE,SINCELEJO,E.D.S. LOS ANGELES,1558,GNCV,70001,9.3166742325,-75.4317474365
2024-05-01,2024,05,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL GNV CIUDAD DE CALI,2220,GNCV,11001,4.6529541016,-74.0835647583
2023-06-01,2023,06,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS TERPEL LAS VEGAS GNV,2079,GNCV,11001,4.6529541016,-74.0835647583
2022-07-01,2022,07,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO TERPEL COLON - GNV,1879,GNCV,11001,4.6529541016,-74.0835647583
2023-12-01,2023,12,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACION DE SERVICIO SANTANDER 19,2099,GNCV,11001,4.6529541016,-74.0835647583
2024-07-01,2024,07,01,BOGOTA D.C.,"BOGOTA, D.C.",EDS ESSO INDUSTRIAL BOYACA,2309,GNCV,11001,4.6529541016,-74.0835647583
2024-08-01,2024,08,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO ESPERANZA BOSA,2299,GNCV,11001,4.6529541016,-74.0835647583
2021-04-01,2021,04,01,CORDOBA,PLANETA RICA,SERVICENTRO ESSO PLANETA RICA,1649,GNCV,23555,8.1811084747,-75.689239502
2022-01-01,2022,01,01,ANTIOQUIA,MEDELLIN,ESTACIÓN DE SERVICIOS EPM LA 30,1895,GNCV,05001,6.2575902939,-75.6110305786
2023-10-01,2023,10,01,VALLE DEL CAUCA,CARTAGO,EDS LA 20 GNV,2370,GNCV,76147,4.7068471909,-75.9179077148
2021-02-01,2021,02,01,TOLIMA,IBAGUE,ESTACION DE SERVICIO LA GUABINAL - GNV,1695,GNCV,73001,4.451921463,-75.2525939941
2024-07-01,2024,07,01,SANTANDER,GIRON,EDS TERPEL BASCULA GIRON GNV,2519,GNCV,68307,6.9767341614,-73.2052688599
2022-05-01,2022,05,01,BOLIVAR,CARTAGENA DE INDIAS,ESTACION DE SERVICIO SAN JUDAS,1727,GNCV,13001,10.4634332657,-75.4589004517
2024-09-01,2024,09,01,ANTIOQUIA,MEDELLIN,EPM U DE M,2665,GNCV,05001,6.2575902939,-75.6110305786
2024-07-01,2024,07,01,BOGOTA D.C.,"BOGOTA, D.C.",BRIO BIMA,2299,GNCV,11001,4.6529541016,-74.0835647583
2023-08-01,2023,08,01,SANTANDER,BARBOSA,EDS MONTEARROYO,1889,GNCV,68077,5.9556174278,-73.6234512329
2023-11-01,2023,11,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIO LA LUNA GNV,2738,GNCV,76001,3.3990437984,-76.5764923096
2023-09-01,2023,09,01,ATLANTICO,SOLEDAD,ESTACION DE SERVICIO TERPEL VILLA ESTADIO - GNV,2005,GNCV,08758,10.9069061279,-74.778427124
2023-12-01,2023,12,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE SERVICIO HERGOS GAS,2199,GNCV,11001,4.6529541016,-74.0835647583
2022-07-01,2022,07,01,VALLE DEL CAUCA,CALI,ESTACION DE SERVICIOS EL TRIUNFO,2139,GNCV,76001,3.3990437984,-76.5764923096
2023-01-01,2023,01,01,VALLE DEL CAUCA,CALI,EDS GAZEL BELALCAZAR,2548,GNCV,76001,3.3990437984,-76.5764923096
2023-03-01,2023,03,01,CORDOBA,PLANETA RICA,SERVICENTRO ESSO PLANETA RICA,2096,GNCV,23555,8.1811084747,-75.689239502
2024-09-01,2024,09,01,VALLE DEL CAUCA,CALI,EDS PLAZAS VERDES - GNV,2897,GNCV,76001,3.3990437984,-76.5764923096
2021-09-01,2021,09,01,VALLE DEL CAUCA,CALI,EDS CENCOSUD SIMON BOLIVAR GNV,1745,GNCV,76001,3.3990437984,-76.5764923096
2022-05-01,2022,05,01,ANTIOQUIA,MEDELLIN,ESTACION DE SERVICIO GNV APOLO,1999,GNCV,05001,6.2575902939,-75.6110305786
2024-06-01,2024,06,01,VALLE DEL CAUCA,CALI,ESTACIÓN DE SERVICIO GAS & COM AUTO 15,2590,GNCV,76001,3.3990437984,-76.5764923096
2022-09-01,2022,09,01,ANTIOQUIA,ENVIGADO,ESTACIÓN DE SERVICIOS TEXACO AUTOGAS LAS VEGAS,2155,GNCV,05266,6.1543951035,-75.5468673706
2023-09-01,2023,09,01,BOGOTA D.C.,"BOGOTA, D.C.",SERVYCOM-AVENIDA BOYACA,2079,GNCV,11001,4.6529541016,-74.0835647583
2022-01-01,2022,01,01,VALLE DEL CAUCA,CALI,OPECOM EDS SILOE,1818,GNCV,76001,3.3990437984,-76.5764923096
2023-07-01,2023,07,01,RISARALDA,DOSQUEBRADAS,ESTACION DE SERVICIO DEL CAFÉ,2200,GNCV,66170,4.8420209885,-75.6699371338
2024-10-01,2024,10,01,VALLE DEL CAUCA,CALI,ESTACION CORDOBA,3092,GNCV,76001,3.3990437984,-76.5764923096
2024-05-01,2024,05,01,BOGOTA D.C.,"BOGOTA, D.C.",ESTACIÓN DE COMBUSTIBLE AUTOBOYACA,2255,GNCV,11001,4.6529541016,-74.0835647583
2022-04-01,2022,04,01,ATLANTICO,PUERTO COLOMBIA,SANTA MARIA DEL MAR S.A.S.,1600,GNCV,08573,11.0044221878,-74.9074020386
2022-09-01,2022,09,01,ATLANTICO,BARRANQUILLA,PUNTO GAS RECREO,1737,GNCV,08001,10.9815206528,-74.8277130127
2024-10-01,2024,10,01,VALLE DEL CAUCA,YUMBO,PETROLGAS GNV,3068,GNCV,76892,3.5959136486,-76.5109863281
2023-03-01,2023,03,01,ANTIOQUIA,MEDELLIN,EPM U DE M,2400,GNCV,05001,6.2575902939,-75.6110305786
2022-08-01,2022,08,01,BOYACA,DUITAMA,LA AVENIDA GN,1789,GNCV,15238,5.8906025887,-73.0670928955
2023-09-01,2023,09,01,CUNDINAMARCA,COTA,EDS PATIO SITP SAN ANDRES,1799,GNCV,25214,4.7675466537,-74.1415557861
